"numberOfHits","database","id","symbol","name","synonyms__001","synonyms__002","synonyms__003","synonyms__004","synonyms__005","synonyms__006","synonyms__007","synonyms__008","synonyms__009","type","taxonId","databaseSubset","parentId","proteome","pageInfo","facet"
"","UniProtKB","Q8N3J9","ZNF664","Zinc finger protein 664","ZNF664","ZFOC1","ZNF176","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N7U7","TPRX1","Tetra-peptide repeat homeobox protein 1","TPRX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N8L2","ZNF491","Zinc finger protein 491","ZNF491","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N9L1","ZIC4","Zinc finger protein ZIC 4","ZIC4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NBB4","ZSCAN1","Zinc finger and SCAN domain-containing protein 1","ZSCAN1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NEK5","ZNF548","Zinc finger protein 548","ZNF548","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NF99","ZNF397","Zinc finger protein 397","ZNF397","ZNF47","ZSCAN15","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NFW5","DMBX1","Diencephalon/mesencephalon homeobox protein 1","DMBX1","MBX","OTX3","PAXB","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NHY6","ZFP28","Zinc finger protein 28 homolog","ZFP28","KIAA1431","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TAK6","OLIG1","Oligodendrocyte transcription factor 1","OLIG1","BHLHB6","BHLHE21","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TAU3","ZNF417","Zinc finger protein 417","ZNF417","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TDD2","SP7","Transcription factor Sp7","SP7","OSX","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TF47","ZFP90","Zinc finger protein 90 homolog","ZFP90","KIAA1954","ZNF756","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A0A1W2PPF3","DUXB","Double homeobox protein B","DUXB","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60765","ZNF354A","Zinc finger protein 354A","ZNF354A","EZNF","HKL1","TCF17","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60806","TBX19","T-box transcription factor TBX19","TBX19","TPIT","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75461","E2F6","Transcription factor E2F6","E2F6","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75593","FOXH1","Forkhead box protein H1","FOXH1","FAST1","FAST2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75820","ZNF189","Zinc finger protein 189","ZNF189","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95076","ALX3","Homeobox protein aristaless-like 3","ALX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95365","ZBTB7A","Zinc finger and BTB domain-containing protein 7A","ZBTB7A","FBI1","LRF","ZBTB7","ZNF857A","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95863","SNAI1","Zinc finger protein SNAI1","SNAI1","SNAH","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P03372","ESR1","Estrogen receptor","ESR1","ESR","NR3A1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P04150","NR3C1","Glucocorticoid receptor","NR3C1","GRL","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P08047","SP1","Transcription factor Sp1","SP1","TSFP1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P08651","NFIC","Nuclear factor 1 C-type","NFIC","NFI","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P09016","HOXD4","Homeobox protein Hox-D4","HOXD4","HOX4B","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CB33","ZNF735","Putative zinc finger protein 735","ZNF735","ZNF735P","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CJ78","ZNF865","Zinc finger protein 865","ZNF865","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CJ85","DUX4L2","Double homeobox protein 4-like protein 2","DUX4L2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CJ90","DUX4L7","Double homeobox protein 4-like protein 7","DUX4L7","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10074","ZBTB48","Telomere zinc finger-associated protein","ZBTB48","HKR3","TZAP","ZNF855","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10826","RARB","Retinoic acid receptor beta","RARB","HAP","NR1B2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P14316","IRF2","Interferon regulatory factor 2","IRF2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P15822","HIVEP1","Zinc finger protein 40","HIVEP1","ZNF40","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17028","ZNF24","Zinc finger protein 24","ZNF24","KOX17","ZNF191","ZSCAN3","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17035","ZNF28","Zinc finger protein 28","ZNF28","KOX24","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17098","ZNF8","Zinc finger protein 8","ZNF8","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17481","HOXB8","Homeobox protein Hox-B8","HOXB8","HOX2D","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P19419","ELK1","ETS domain-containing protein Elk-1","ELK1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P20264","POU3F3","POU domain, class 3, transcription factor 3","POU3F3","BRN1","OTF8","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P23760","PAX3","Paired box protein Pax-3","PAX3","HUP2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P24468","NR2F2","COUP transcription factor 2","NR2F2","ARP1","TFCOUP2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P25490","YY1","Transcriptional repressor protein YY1","YY1","INO80S","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P27540","ARNT","Aryl hydrocarbon receptor nuclear translocator","ARNT","BHLHE2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P40426","PBX3","Pre-B-cell leukemia transcription factor 3","PBX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P48382","RFX5","DNA-binding protein RFX5","RFX5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P48431","SOX2","Transcription factor SOX-2","SOX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49711","CTCF","Transcriptional repressor CTCF","CTCF","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49910","ZNF165","Zinc finger protein 165","ZNF165","ZPF165","ZSCAN7","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P50549","ETV1","ETS translocation variant 1","ETV1","ER81","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P51692","STAT5B","Signal transducer and activator of transcription 5B","STAT5B","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P51814","ZNF41","Zinc finger protein 41","ZNF41","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52737","ZNF136","Zinc finger protein 136","ZNF136","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52738","ZNF140","Zinc finger protein 140","ZNF140","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52742","ZNF135","Zinc finger protein 135","ZNF135","ZNF61","ZNF78L1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52746","ZNF142","Zinc finger protein 142","ZNF142","KIAA0236","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52954","LBX1","Transcription factor LBX1","LBX1","LBX1H","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P53539","FOSB","Protein fosB","FOSB","G0S3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P55318","FOXA3","Hepatocyte nuclear factor 3-gamma","FOXA3","HNF3G","TCF3G","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P55771","PAX9","Paired box protein Pax-9","PAX9","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P56177","DLX1","Homeobox protein DLX-1","DLX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P56693","SOX10","Transcription factor SOX-10","SOX10","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P57082","TBX4","T-box transcription factor TBX4","TBX4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P57682","KLF3","Krueppel-like factor 3","KLF3","BKLF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P62508","ESRRG","Estrogen-related receptor gamma","ESRRG","ERR3","ERRG2","KIAA0832","NR3B3","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P78367","NKX3-2","Homeobox protein Nkx-3.2","NKX3-2","BAPX1","NKX3B","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P85037","FOXK1","Forkhead box protein K1","FOXK1","MNF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01167","FOXK2","Forkhead box protein K2","FOXK2","ILF","ILF1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01196","RUNX1","Runt-related transcription factor 1","RUNX1","AML1","CBFA2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01664","TFAP4","Transcription factor AP-4","TFAP4","BHLHC41","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02086","SP2","Transcription factor Sp2","SP2","KIAA0048","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02930","CREB5","Cyclic AMP-responsive element-binding protein 5","CREB5","CREBPA","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03060","CREM","cAMP-responsive element modulator","CREM","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O00358","FOXE1","Forkhead box protein E1","FOXE1","FKHL15","FOXE2","TITF2","TTF2","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O00482","NR5A2","Nuclear receptor subfamily 5 group A member 2","NR5A2","B1F","CPF","FTF","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O00570","SOX1","Transcription factor SOX-1","SOX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14753","OVOL1","Putative transcription factor Ovo-like 1","OVOL1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14771","ZNF213","Zinc finger protein 213","ZNF213","ZKSCAN21","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15198","SMAD9","Mothers against decapentaplegic homolog 9","SMAD9","MADH6","MADH9","SMAD8","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15391","YY2","Transcription factor YY2","YY2","ZNF631","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43248","HOXC11","Homeobox protein Hox-C11","HOXC11","HOX3H","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43364","HOXA2","Homeobox protein Hox-A2","HOXA2","HOX1K","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q04206","RELA","Transcription factor p65","RELA","NFKB3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q06710","PAX8","Paired box protein Pax-8","PAX8","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q06889","EGR3","Early growth response protein 3","EGR3","PILOT","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q08AN1","ZNF616","Zinc finger protein 616","ZNF616","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q10586","DBP","D site-binding protein","DBP","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12901","ZNF155","Zinc finger protein 155","ZNF155","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12948","FOXC1","Forkhead box protein C1","FOXC1","FKHL7","FREAC3","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13029","PRDM2","PR domain zinc finger protein 2","PRDM2","KMT8","RIZ","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13105","ZBTB17","Zinc finger and BTB domain-containing protein 17","ZBTB17","MIZ1","ZNF151","ZNF60","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13106","ZNF154","Zinc finger protein 154","ZNF154","KIAA2003","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13285","NR5A1","Steroidogenic factor 1","NR5A1","AD4BP","FTZF1","SF1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13950","RUNX2","Runt-related transcription factor 2","RUNX2","AML3","CBFA1","OSF2","PEBP2A","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14526","HIC1","Hypermethylated in cancer 1 protein","HIC1","ZBTB29","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14994","NR1I3","Nuclear receptor subfamily 1 group I member 3","NR1I3","CAR","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15475","SIX1","Homeobox protein SIX1","SIX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15784","NEUROD2","Neurogenic differentiation factor 2","NEUROD2","BHLHA1","NDRF","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15973","ZNF124","Zinc finger protein 124","ZNF124","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16520","BATF","Basic leucine zipper transcriptional factor ATF-like","BATF","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16649","NFIL3","Nuclear factor interleukin-3-regulated protein","NFIL3","E4BP4","IL3BP1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2M218","ZNF630","Zinc finger protein 630","ZNF630","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2M3W8","ZNF181","Zinc finger protein 181","ZNF181","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3SXZ3","ZNF718","Zinc finger protein 718","ZNF718","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5EBL2","ZNF628","Zinc finger protein 628","ZNF628","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5FWF6","ZNF789","Zinc finger protein 789","ZNF789","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q52M93","ZNF585B","Zinc finger protein 585B","ZNF585B","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7RTU5","ASCL5","Achaete-scute homolog 5","ASCL5","BHLHA47","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z7K2","ZNF467","Zinc finger protein 467","ZNF467","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6NX45","ZNF774","Zinc finger protein 774","ZNF774","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6XD76","ASCL4","Achaete-scute homolog 4","ASCL4","BHLHA44","HASH4","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZMS4","ZNF852","Zinc finger protein 852","ZNF852","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN55","ZNF574","Zinc finger protein 574","ZNF574","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN57","ZFP2","Zinc finger protein 2 homolog","ZFP2","ZNF751","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZNB6","NFXL1","NF-X1-type zinc finger protein NFXL1","NFXL1","OZFP","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZSZ6","TSHZ1","Teashirt homolog 1","TSHZ1","SDCCAG33","TSH1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UBG7","RBPJL","Recombining binding protein suppressor of hairless-like protein","RBPJL","RBPL","RBPSUHL","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UBX2","DUX4","Double homeobox protein 4","DUX4","DUX10","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UD57","NKX1-2","NK1 transcription factor-related protein 2","NKX1-2","C10orf121","NKX1.1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UDV6","ZNF212","Zinc finger protein 212","ZNF212","ZNFC150","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UHF7","TRPS1","Zinc finger transcription factor Trps1","TRPS1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UIW0","VAX2","Ventral anterior homeobox 2","VAX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UJU3","ZNF112","Zinc finger protein 112","ZNF112","ZFP112","ZNF228","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UJU5","FOXD3","Forkhead box protein D3","FOXD3","HFH2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UJW8","ZNF180","Zinc finger protein 180","ZNF180","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UK10","ZNF225","Zinc finger protein 225","ZNF225","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UK33","ZNF580","Zinc finger protein 580","ZNF580","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UKD1","GMEB2","Glucocorticoid modulatory element-binding protein 2","GMEB2","KIAA1269","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UL17","TBX21","T-box transcription factor TBX21","TBX21","TBET","TBLYM","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UL68","MYT1L","Myelin transcription factor 1-like protein","MYT1L","KIAA1106","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86UP8","GTF2IRD2","General transcription factor II-I repeat domain-containing protein 2A","GTF2IRD2","GTF2IRD2A","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86XN6","ZNF761","Zinc finger protein 761","ZNF761","KIAA2033","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86XU0","ZNF677","Zinc finger protein 677","ZNF677","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92670","ZNF75CP","Putative zinc finger protein 75C","ZNF75CP","ZNF75C","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92754","TFAP2C","Transcription factor AP-2 gamma","TFAP2C","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92766","RREB1","Ras-responsive element-binding protein 1","RREB1","FINB","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92826","HOXB13","Homeobox protein Hox-B13","HOXB13","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96BA8","CREB3L1","Cyclic AMP-responsive element-binding protein 3-like protein 1","CREB3L1","OASIS","PSEC0238","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96CX3","ZNF501","Zinc finger protein 501","ZNF501","ZNF52","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96IU2","ZBED3","Zinc finger BED domain-containing protein 3","ZBED3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96JF6","ZNF594","Zinc finger protein 594","ZNF594","KIAA1871","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96JG9","ZNF469","Zinc finger protein 469","ZNF469","KIAA1858","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96K58","ZNF668","Zinc finger protein 668","ZNF668","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96K75","ZNF514","Zinc finger protein 514","ZNF514","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96N58","ZNF578","Zinc finger protein 578","ZNF578","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96NG5","ZNF558","Zinc finger protein 558","ZNF558","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96SR6","ZNF382","Zinc finger protein 382","ZNF382","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99592","ZBTB18","Zinc finger and BTB domain-containing protein 18","ZBTB18","RP58","TAZ1","ZNF238","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BR39","JPH2","Junctophilin-2","JPH2","JP2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BRR0","ZKSCAN3","Zinc finger protein with KRAB and SCAN domains 3","ZKSCAN3","ZFP47","ZNF306","ZNF309","ZSCAN13","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BX82","ZNF471","Zinc finger protein 471","ZNF471","ERP1","KIAA1396","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BYU1","PBX4","Pre-B-cell leukemia transcription factor 4","PBX4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9C0K0","BCL11B","B-cell lymphoma/leukemia 11B","BCL11B","CTIP2","RIT1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2H8","ZNF510","Zinc finger protein 510","ZNF510","KIAA0972","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2L8","ZKSCAN5","Zinc finger protein with KRAB and SCAN domains 5","ZKSCAN5","KIAA1015","ZFP95","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2X9","ZNF281","Zinc finger protein 281","ZNF281","GZP1","ZBP99","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y466","NR2E1","Nuclear receptor subfamily 2 group E member 1","NR2E1","TLX","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y467","SALL2","Sal-like protein 2","SALL2","KIAA0360","SAL2","ZNF795","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y5Q3","MAFB","Transcription factor MafB","MAFB","KRML","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y6Q3","ZFP37","Zinc finger protein 37 homolog","ZFP37","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9GZN2","TGIF2","Homeobox protein TGIF2","TGIF2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H0M5","ZNF700","Zinc finger protein 700","ZNF700","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H116","GZF1","GDNF-inducible zinc finger protein 1","GZF1","ZBTB23","ZNF336","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H4I2","ZHX3","Zinc fingers and homeoboxes protein 3","ZHX3","KIAA0395","TIX1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HB31","SEBOX","Homeobox protein SEBOX","SEBOX","OG9X","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
