Entry	Gene ontology IDs	Cross-reference (InterPro)
Q9BRR0	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0003677; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0006914; GO:0007040; GO:0010507; GO:0043565; GO:0045892; GO:0045893; GO:0046872; GO:2000773	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
Q9BRS8	GO:0005634; GO:0005737; GO:0005844; GO:0006396; GO:0017022; GO:0032967; GO:0035613; GO:0045727; GO:0048027; GO:1902416; GO:1990825; GO:1990904	IPR006630;IPR034886;IPR034880;IPR002344;IPR012677;IPR035979;IPR024642;IPR036388;IPR036390;
Q9BRU2	GO:0005634; GO:0005654; GO:0032088; GO:0045892; GO:0050699	IPR021156;
Q9BRZ2	GO:0000785; GO:0003723; GO:0004842; GO:0005654; GO:0005737; GO:0005829; GO:0008270; GO:0032479; GO:0032728; GO:0034340; GO:0045087; GO:0045893; GO:0051607; GO:0070534	IPR011042;IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;
Q9BS31	GO:0000978; GO:0003700; GO:0005615; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BS34	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BSG1	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0006357; GO:0008270	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BSK1	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BSK4	GO:0000151; GO:0005829; GO:0006511; GO:0016567; GO:0031867; GO:0043687; GO:0050728; GO:0051438	IPR002110;IPR020683;IPR036770;IPR011990;
Q9BSM1	GO:0000122; GO:0005634; GO:0005654; GO:0006342; GO:0006355; GO:0008022; GO:0031519; GO:0035102; GO:0035518; GO:0036353; GO:0046872; GO:1990841	IPR032443;IPR001841;IPR013083;IPR017907;
Q9BT09	GO:0002224; GO:0005102; GO:0005788; GO:0045087	IPR021852;
Q9BT40	GO:0001701; GO:0001726; GO:0001933; GO:0004439; GO:0004445; GO:0005000; GO:0005634; GO:0005737; GO:0005783; GO:0005802; GO:0005829; GO:0005886; GO:0005979; GO:0006469; GO:0006661; GO:0007186; GO:0010801; GO:0010829; GO:0016020; GO:0016311; GO:0016312; GO:0030036; GO:0032587; GO:0032869; GO:0032870; GO:0033137; GO:0034485; GO:0034594; GO:0034595; GO:0035305; GO:0035810; GO:0042577; GO:0042593; GO:0043005; GO:0043407; GO:0043922; GO:0045719; GO:0045869; GO:0045892; GO:0045893; GO:0046030; GO:0046627; GO:0046855; GO:0046856; GO:0048471; GO:0051497; GO:0051898; GO:0051926; GO:0052658; GO:0052659; GO:0071320; GO:0071356; GO:0071364; GO:0072659; GO:0090315; GO:0097178; GO:2000466; GO:2001153	IPR036691;IPR005135;IPR000300;IPR041611;
Q9BT43	GO:0005634; GO:0005654; GO:0005666; GO:0005829; GO:0006383; GO:0032481	IPR024661;
Q9BT49	GO:0000122; GO:0001226; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0006355; GO:0016607; GO:0031493; GO:0031965; GO:0035064; GO:0035067; GO:0042802; GO:0042826; GO:0043231; GO:0045892; GO:0046872; GO:0047485; GO:0070577; GO:0070742; GO:0106153; GO:0140296	IPR026519;IPR006612;IPR038441;
Q9BT78	GO:0000338; GO:0000715; GO:0005634; GO:0005654; GO:0005829; GO:0006283; GO:0008021; GO:0008180; GO:0016607; GO:0030054; GO:0043687	IPR037754;IPR041406;IPR000717;IPR040134;IPR036388;IPR036390;
Q9BT81	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001706; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0008285; GO:0009653; GO:0030154; GO:0043280; GO:0045892; GO:0045893; GO:0060828; GO:1990837	IPR009071;IPR036910;IPR033392;IPR021934;
Q9BTA9	GO:0000993; GO:0003682; GO:0005634; GO:0005654; GO:0006974; GO:0010390; GO:0016239; GO:0016567; GO:0016607; GO:0032435; GO:0044783; GO:0045893; GO:0071894	IPR038867;IPR001202;IPR036020;
Q9BTC0	GO:0003723; GO:0005634; GO:0005737; GO:0005819; GO:0006351; GO:0046872; GO:0097190	IPR033082;IPR012921;IPR003618;IPR036575;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q9BTC8	GO:0000122; GO:0001103; GO:0003682; GO:0003713; GO:0003714; GO:0005654; GO:0005737; GO:0008270; GO:0008284; GO:0010971; GO:0016575; GO:0016581; GO:0042826; GO:0043231; GO:0043565; GO:0044877; GO:0045892	IPR001025;IPR043151;IPR000949;IPR009057;IPR040138;IPR035170;IPR001005;IPR017884;IPR000679;
Q9BTK6	GO:0005634; GO:0006281; GO:0006310; GO:0030331; GO:0033148; GO:0035097; GO:0044666; GO:0045944; GO:0051568; GO:1902808	IPR028213;
Q9BTL4	GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0030182; GO:0045944; GO:0048870; GO:0071774	IPR008653;
Q9BTP6	GO:0000122; GO:0000785; GO:0000976; GO:0000981; GO:0005634; GO:0045618; GO:0046872	IPR043471;IPR003656;IPR036236;
Q9BTP7	GO:0003677; GO:0003682; GO:0005654; GO:0036297; GO:0043231; GO:0043240	IPR041663;IPR026985;IPR040646;IPR010994;
Q9BTT0	GO:0000812; GO:0005634; GO:0019212; GO:0031410; GO:0042393; GO:0042981; GO:0043486	IPR001611;IPR032675;
Q9BTT4	GO:0000151; GO:0000785; GO:0003712; GO:0005654; GO:0016592; GO:0045944; GO:0060260; GO:0061630	IPR019145;
Q9BU19	GO:0000122; GO:0000978; GO:0001227; GO:0003700; GO:0005654; GO:0005730; GO:0006111; GO:0006357; GO:0046872	IPR036236;IPR013087;
Q9BUE0	GO:0000151; GO:0003712; GO:0006357; GO:0006369; GO:0016592; GO:0061630; GO:0070847	IPR019095;
Q9BUG6	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872; GO:1990837	IPR003309;IPR038269;IPR036236;IPR013087;
Q9BUI4	GO:0003697; GO:0003899; GO:0005654; GO:0005666; GO:0005829; GO:0006351; GO:0006359; GO:0032481; GO:0032728; GO:0045087; GO:0045089; GO:0051607	IPR013197;IPR008806;IPR039748;IPR036388;
Q9BUJ2	GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0006396; GO:0009615; GO:0019899	IPR001870;IPR043136;IPR013320;IPR027025;IPR027417;IPR003034;IPR036361;IPR003877;IPR035778;
Q9BUP3	GO:0001525; GO:0003713; GO:0004674; GO:0005634; GO:0005635; GO:0005737; GO:0005829; GO:0006357; GO:0006915; GO:0016020; GO:0016032; GO:0016491; GO:0030154; GO:0043066; GO:0043068; GO:0045765; GO:0045944; GO:0046777; GO:0051170	IPR016040;IPR036291;
Q9BUY5	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BUZ4	GO:0001650; GO:0005164; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005923; GO:0006915; GO:0007250; GO:0007585; GO:0008270; GO:0019901; GO:0030323; GO:0031625; GO:0031996; GO:0033209; GO:0042802; GO:0042981; GO:0043122; GO:0045860; GO:0046330; GO:0048471; GO:0050699; GO:0070534	IPR002083;IPR043211;IPR012227;IPR008974;IPR027138;IPR037307;IPR018957;IPR001841;IPR013083;IPR017907;IPR001293;
Q9BV47	GO:0000122; GO:0001102; GO:0002039; GO:0004647; GO:0004721; GO:0004725; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0006470; GO:0008138; GO:0044387; GO:0045785; GO:0070062; GO:0070373; GO:0106306; GO:0106307; GO:1902310	IPR020405;IPR029021;IPR016130;IPR000387;IPR020422;
Q9BV97	GO:0006355	IPR001909;IPR036051;
Q9BVG3	GO:0003713; GO:0004842; GO:0005737; GO:0005829; GO:0008270; GO:0010719; GO:0016567; GO:0032897; GO:0042802; GO:0043123; GO:0045087; GO:0046596; GO:0051091; GO:0051092; GO:0060333; GO:0061630; GO:1902186	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035830;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;
Q9BVI0	GO:0000123; GO:0003677; GO:0005654; GO:0005829; GO:0006357; GO:0016573; GO:0031965; GO:0043981; GO:0043982; GO:0043984; GO:0044545; GO:0046872; GO:0071339; GO:1901796	IPR041297;IPR022255;IPR037915;IPR043449;IPR002999;IPR019786;IPR013087;IPR011011;IPR001965;IPR013083;
Q9BVI4	GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0016021; GO:0030692; GO:0031965; GO:0032040	IPR016024;IPR005612;IPR027193;
Q9BVP2	GO:0003723; GO:0005525; GO:0005615; GO:0005634; GO:0005694; GO:0005730; GO:0008283; GO:0016020; GO:0016604; GO:0017145; GO:0019827; GO:0030496; GO:0032206; GO:0033235; GO:0042127; GO:0048027; GO:1902895; GO:1904816	IPR030378;IPR014813;IPR006073;IPR027417;
Q9BVS4	GO:0004672; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007049; GO:0030071; GO:0030490; GO:0030688; GO:0042274; GO:0046777; GO:0046872; GO:0106310; GO:0106311; GO:2000208; GO:2000234	IPR011009;IPR030484;IPR015285;IPR000687;IPR018935;IPR036388;IPR036390;
Q9BW11	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046983	IPR011598;IPR036638;
Q9BW27	GO:0000777; GO:0005635; GO:0005654; GO:0005819; GO:0005829; GO:0006110; GO:0006406; GO:0006409; GO:0006606; GO:0007052; GO:0007084; GO:0016020; GO:0016032; GO:0016925; GO:0017056; GO:0019058; GO:0019083; GO:0030032; GO:0031080; GO:0031965; GO:0043657; GO:0045893; GO:0048246; GO:0060964; GO:0072006; GO:0075733; GO:1900034	IPR011502;
Q9BWE0	GO:0003677; GO:0003723; GO:0005654; GO:0005664; GO:0005694; GO:0006260; GO:0006357; GO:0043035; GO:0046872	IPR039705;IPR036236;IPR013087;
Q9BWG4	GO:0003697; GO:0005634; GO:0045944	IPR006594;IPR008116;
Q9BWM5	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BWW4	GO:0003697; GO:0005634; GO:0045944	IPR006594;IPR008116;
Q9BWW7	GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0003700; GO:0006355; GO:0016604; GO:0043565; GO:0046872; GO:1990837; GO:2001222	IPR029794;IPR036236;IPR013087;
Q9BWX5	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0003180; GO:0003274; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0007596; GO:0008270; GO:0010614; GO:0010628; GO:0010629; GO:0035481; GO:0045165; GO:0045944; GO:0048738; GO:0060575; GO:0062000; GO:0071773; GO:1901228; GO:1990837	IPR008013;IPR016375;IPR039355;IPR000679;IPR013088;
Q9BX63	GO:0000077; GO:0003677; GO:0003678; GO:0003682; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006289; GO:0006302; GO:0006357; GO:0007284; GO:0007286; GO:0008285; GO:0009636; GO:0010629; GO:0010705; GO:0031965; GO:0046872; GO:0051026; GO:0051539; GO:0071295; GO:0071456; GO:0072520; GO:1901796; GO:1904385; GO:1990918	IPR006555;IPR010614;IPR014013;IPR006554;IPR014001;IPR027417;IPR013020;
Q9BX70	GO:0000932; GO:0005829; GO:0022008	IPR011705;IPR000210;IPR012983;IPR038648;IPR011333;
Q9BX82	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BXA9	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR036236;IPR013087;
Q9BXB1	GO:0001649; GO:0001818; GO:0001942; GO:0004888; GO:0004930; GO:0005886; GO:0005887; GO:0007189; GO:0007190; GO:0007283; GO:0008528; GO:0009755; GO:0016500; GO:0030282; GO:0030539; GO:0032922; GO:0034122; GO:0036335; GO:0045087; GO:0045892; GO:0045893; GO:0046849; GO:0048565; GO:0061290; GO:0072202; GO:0072224; GO:0072282; GO:0090190; GO:0090263; GO:0120163; GO:2001013	IPR000276;IPR017452;IPR002131;IPR001611;IPR003591;IPR032675;IPR000372;
Q9BXF3	GO:0000791; GO:0001842; GO:0001843; GO:0005634; GO:0006309; GO:0007010; GO:0007338; GO:0016192; GO:0043044; GO:0060122; GO:0061640; GO:0090102; GO:0090537; GO:0097194	IPR001487;IPR036427;IPR018359;IPR029614;
Q9BXG8	GO:0003677; GO:0003700; GO:0005634; GO:0005737	IPR042961;
Q9BXI2	GO:0000050; GO:0000064; GO:0005743; GO:0016021; GO:1990575	IPR018108;IPR023395;
Q9BXJ9	GO:0001525; GO:0003723; GO:0005634; GO:0005667; GO:0005737; GO:0005829; GO:0006474; GO:0016020; GO:0016604; GO:0017196; GO:0030154; GO:0031415; GO:0043022; GO:0043066; GO:0043231; GO:0045893; GO:0050821	IPR021183;IPR013026;IPR011990;IPR019734;
Q9BXK1	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0007212; GO:0046872; GO:1990837	IPR036236;IPR013087;
Q9BXL6	GO:0001934; GO:0005737; GO:0005829; GO:0005886; GO:0006915; GO:0007250; GO:0016235; GO:0033209; GO:0043066; GO:0050700; GO:0051092	IPR001315;IPR011029;IPR008144;IPR027417;IPR001478;IPR036034;
Q9BXL7	GO:0001772; GO:0002223; GO:0004385; GO:0005737; GO:0005829; GO:0005886; GO:0007249; GO:0030183; GO:0030890; GO:0031295; GO:0032449; GO:0032743; GO:0038095; GO:0038202; GO:0042100; GO:0042102; GO:0042981; GO:0043123; GO:0045061; GO:0045121; GO:0045577; GO:0045580; GO:0048872; GO:0050700; GO:0050852; GO:0050862; GO:0051092; GO:0070062	IPR001315;IPR033538;IPR042141;IPR011029;IPR027417;IPR036034;
Q9BXM7	GO:0000287; GO:0000422; GO:0000785; GO:0001934; GO:0002020; GO:0002082; GO:0002931; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005783; GO:0005829; GO:0005856; GO:0006468; GO:0006511; GO:0006979; GO:0007005; GO:0010310; GO:0010629; GO:0010821; GO:0010857; GO:0010952; GO:0016020; GO:0016236; GO:0016239; GO:0016242; GO:0016301; GO:0016504; GO:0016567; GO:0018105; GO:0022904; GO:0030424; GO:0030426; GO:0031307; GO:0031396; GO:0031398; GO:0031625; GO:0032148; GO:0032226; GO:0033138; GO:0033603; GO:0034599; GO:0035307; GO:0035556; GO:0036289; GO:0038203; GO:0042981; GO:0043123; GO:0043254; GO:0043422; GO:0043524; GO:0044297; GO:0044877; GO:0045727; GO:0046329; GO:0048471; GO:0050821; GO:0051091; GO:0051443; GO:0051881; GO:0051897; GO:0055131; GO:0061136; GO:0071456; GO:0072655; GO:0072656; GO:0090141; GO:0090200; GO:0090258; GO:0097237; GO:0097413; GO:0097449; GO:0098779; GO:0099074; GO:0106310; GO:0106311; GO:1900407; GO:1901727; GO:1902803; GO:1902902; GO:1902958; GO:1903146; GO:1903147; GO:1903202; GO:1903204; GO:1903214; GO:1903298; GO:1903384; GO:1903751; GO:1903852; GO:1903955; GO:1904544; GO:1904783; GO:1904841; GO:1904881; GO:2000377; GO:2000378; GO:2001171; GO:2001243	IPR011009;IPR040110;IPR000719;IPR008271;
Q9BXP5	GO:0000398; GO:0003677; GO:0003723; GO:0005654; GO:0005737; GO:0006355; GO:0016604; GO:0030674; GO:0031053; GO:0032991; GO:0042795; GO:0046685; GO:0050769; GO:0097150; GO:0140262; GO:1990904	IPR035979;IPR039727;IPR007042;IPR021933;
Q9BXQ6		IPR026624;IPR032776;
Q9BXW9	GO:0000793; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0007129; GO:0007276; GO:0010332; GO:0016604; GO:0031573; GO:0034599; GO:0036297; GO:0045589; GO:0048854; GO:0050727; GO:0051090; GO:0070182; GO:0097150; GO:1990918; GO:2000348	IPR029448;
Q9BXX3		IPR002110;IPR020683;IPR036770;IPR039497;
Q9BY12	GO:0003676; GO:0005654; GO:0005783; GO:0005829; GO:0008270; GO:0016607	IPR003604;IPR032446;IPR036236;
Q9BY31	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9BY41	GO:0000118; GO:0000122; GO:0000228; GO:0004407; GO:0005634; GO:0005654; GO:0005737; GO:0005886; GO:0006325; GO:0006333; GO:0007062; GO:0008134; GO:0030544; GO:0031397; GO:0031647; GO:0032041; GO:0032204; GO:0045944; GO:0046872; GO:0051879; GO:0070932; GO:0070933; GO:0071922	IPR000286;IPR003084;IPR023801;IPR037138;IPR023696;
Q9BY66	GO:0001650; GO:0003677; GO:0005634; GO:0005654; GO:0006338; GO:0032452; GO:0032453; GO:0034647; GO:0034720; GO:0046872; GO:0050681; GO:0051213; GO:0060765	IPR001606;IPR036431;IPR003347;IPR003349;IPR013637;IPR019786;IPR004198;IPR011011;IPR001965;IPR019787;IPR013083;
Q9BYE0	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001501; GO:0001756; GO:0003677; GO:0005634; GO:0006357; GO:0007219; GO:0007498; GO:0008134; GO:0009952; GO:0036342; GO:0046983; GO:0048511; GO:0050767; GO:1990837	IPR011598;IPR032644;IPR036638;IPR003650;
Q9BYE7	GO:0000122; GO:0005634; GO:0005654; GO:0006357; GO:0031519; GO:0035102; GO:0036353; GO:0045892; GO:0046872; GO:0070317	IPR038037;IPR029071;IPR001841;IPR013083;IPR017907;
Q9BYH8	GO:0005634; GO:0006954; GO:0010468; GO:0016607; GO:0036464; GO:0050729; GO:0050852; GO:2000321	IPR002110;IPR020683;IPR036770;
Q9BYJ4	GO:0000209; GO:0005654; GO:0005737; GO:0005829; GO:0008270; GO:0010468; GO:0010508; GO:0016567; GO:0019901; GO:0032880; GO:0042802; GO:0042803; GO:0043123; GO:0045087; GO:0046596; GO:0051091; GO:0051092; GO:0051607; GO:0060333; GO:0061630	IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR035826;IPR000315;IPR001841;IPR013083;IPR017907;
Q9BYK8	GO:0000184; GO:0003677; GO:0003723; GO:0003724; GO:0004540; GO:0005524; GO:0005654; GO:0005737; GO:0016020; GO:0019216; GO:0030374; GO:0045944; GO:0046872	IPR041679;IPR041677;IPR031191;IPR012340;IPR027417;IPR001900;IPR022966;IPR036236;
Q9BYM8	GO:0000151; GO:0000209; GO:0003713; GO:0004842; GO:0005829; GO:0007249; GO:0010803; GO:0016032; GO:0032088; GO:0042802; GO:0043123; GO:0043130; GO:0043161; GO:0046872; GO:0050852; GO:0051092; GO:0051220; GO:0060546; GO:0071797; GO:0097039; GO:0140311; GO:1901224; GO:2001238	IPR002867;IPR026261;IPR044066;IPR000626;IPR029071;IPR027370;IPR001876;IPR036443;IPR001841;IPR013083;IPR017907;
Q9BYN7	GO:0000978; GO:0000981; GO:0001216; GO:0003677; GO:0005634; GO:0006355; GO:0046872	IPR036236;IPR013087;
Q9BYP9	GO:0005829; GO:0031424; GO:0045095	IPR002494;
Q9BYU1	GO:0000785; GO:0000978; GO:0000981; GO:0001654; GO:0001741; GO:0005634; GO:0006357; GO:0007420; GO:0009887; GO:0043565; GO:0045893; GO:0048568; GO:0048666	IPR009057;IPR001356;IPR005542;
Q9BYV9	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0005654; GO:0005829; GO:0006357; GO:0051170; GO:0090721; GO:1990837	IPR000210;IPR004827;IPR043321;IPR004826;IPR011333;IPR008917;
Q9BYW2	GO:0001525; GO:0001763; GO:0001843; GO:0005634; GO:0005654; GO:0005694; GO:0006298; GO:0006355; GO:0006368; GO:0010569; GO:0010793; GO:0016032; GO:0016279; GO:0018023; GO:0018024; GO:0018026; GO:0030900; GO:0032465; GO:0032727; GO:0034340; GO:0034728; GO:0035441; GO:0035987; GO:0043014; GO:0046872; GO:0046975; GO:0048332; GO:0048701; GO:0048863; GO:0048864; GO:0051607; GO:0060039; GO:0060669; GO:0060977; GO:0097198; GO:0097676; GO:1902850; GO:1905634	IPR006560;IPR003616;IPR001214;IPR044437;IPR042294;IPR013257;IPR038190;IPR035441;IPR001202;IPR036020;
Q9BZ95	GO:0000785; GO:0005634; GO:0005654; GO:0006355; GO:0016571; GO:0018024; GO:0045893; GO:0046872; GO:0046975; GO:0140537; GO:2001255	IPR006560;IPR041306;IPR003616;IPR000313;IPR001214;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q9BZB8	GO:0000900; GO:0000932; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006397; GO:0008135; GO:0014069; GO:0016020; GO:0030425; GO:0032869; GO:0035925; GO:0043005; GO:0043022; GO:0045202; GO:0046872; GO:0071230; GO:0071456; GO:1900365; GO:1990124; GO:2000766	IPR032292;IPR032296;IPR038446;IPR034819;IPR034977;IPR012677;IPR035979;IPR000504;
Q9BZE0	GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0007417; GO:0016607; GO:0043433; GO:0045879; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0060994; GO:0061005; GO:0061484; GO:0097730; GO:1900182; GO:1990837	IPR030432;IPR036236;IPR013087;
Q9BZE3	GO:0000785; GO:0000977; GO:0000981; GO:0001228; GO:0001764; GO:0005634; GO:0006357; GO:0007605; GO:0030901; GO:0043524; GO:1990837	IPR009057;IPR017970;IPR001356;IPR020479;
Q9BZI1	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0030182; GO:0043565; GO:0048468; GO:0072086; GO:0072272	IPR009057;IPR017970;IPR001356;IPR008422;IPR003893;
Q9BZK7	GO:0000118; GO:0000122; GO:0000976; GO:0003714; GO:0005634; GO:0005654; GO:0006357; GO:0006367; GO:0008013; GO:0016575; GO:0017053; GO:0019216; GO:0030522; GO:0042393; GO:0043161; GO:0045893; GO:0045944; GO:0047485; GO:0072686; GO:0090263	IPR020472;IPR006594;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q9BZL6	GO:0001525; GO:0001938; GO:0002250; GO:0004672; GO:0004674; GO:0004698; GO:0005080; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0006468; GO:0007155; GO:0008219; GO:0010595; GO:0018105; GO:0018107; GO:0030148; GO:0030949; GO:0032743; GO:0032757; GO:0032793; GO:0033138; GO:0035556; GO:0035924; GO:0038033; GO:0043536; GO:0045743; GO:0045766; GO:0045785; GO:0045944; GO:0046777; GO:0046872; GO:0048010; GO:0050852; GO:0050862; GO:0051091; GO:0051092; GO:0061154; GO:0070374; GO:0089700; GO:0106310; GO:0106311; GO:1901727; GO:1902533; GO:2000573; GO:2001028	IPR020454;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015727;IPR008271;
Q9BZM3	GO:0000785; GO:0000981; GO:0002087; GO:0005634; GO:0005737; GO:0021527; GO:0021575; GO:0021798; GO:0021889; GO:0021978; GO:0030334; GO:0045747; GO:0048665; GO:0048714; GO:0048853; GO:0060163; GO:1990837	IPR042191;IPR009057;IPR017970;IPR001356;IPR020479;
Q9BZR9	GO:0003713; GO:0005829; GO:0008270; GO:0010508; GO:0016567; GO:0016605; GO:0016740; GO:0019827; GO:0032897; GO:0042802; GO:0042803; GO:0043123; GO:0045087; GO:0046597; GO:0051091; GO:0051092; GO:0060333; GO:1900182; GO:1902187	IPR001841;IPR013083;IPR017907;
Q9BZS1	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001782; GO:0001818; GO:0002262; GO:0002362; GO:0002456; GO:0002513; GO:0002667; GO:0002669; GO:0002677; GO:0002725; GO:0002851; GO:0003677; GO:0003700; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0006338; GO:0006355; GO:0006357; GO:0008285; GO:0009314; GO:0009615; GO:0010467; GO:0014045; GO:0030111; GO:0031064; GO:0032088; GO:0032496; GO:0032689; GO:0032693; GO:0032700; GO:0032703; GO:0032713; GO:0032714; GO:0032715; GO:0032720; GO:0032753; GO:0032792; GO:0032831; GO:0032914; GO:0032991; GO:0033092; GO:0035035; GO:0035066; GO:0035067; GO:0042110; GO:0042130; GO:0042803; GO:0042826; GO:0043029; GO:0043433; GO:0043565; GO:0045589; GO:0045892; GO:0045893; GO:0045944; GO:0046007; GO:0046872; GO:0048294; GO:0048302; GO:0050687; GO:0050777; GO:0050852; GO:0051059; GO:0051525; GO:1901355; GO:1990837; GO:2000320	IPR001766;IPR032354;IPR030456;IPR036388;IPR036390;IPR013087;
Q9BZY9	GO:0003713; GO:0005737; GO:0005739; GO:0005829; GO:0008270; GO:0010468; GO:0016567; GO:0032897; GO:0045087; GO:0046597; GO:0051091; GO:0060333; GO:0061630; GO:1902186	IPR000315;IPR020457;IPR001841;IPR013083;IPR017907;
Q9C005	GO:0000781; GO:0005634; GO:0005654; GO:0005794; GO:0005802; GO:0006348; GO:0016197; GO:0035097; GO:0042802; GO:0042803; GO:0044666; GO:0045652; GO:0048188; GO:0051568	IPR007858;IPR037856;
Q9C009	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0009653; GO:0030154; GO:0031069; GO:0043524; GO:1990837	IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;
Q9C019	GO:0003713; GO:0005737; GO:0007500; GO:0008270; GO:0010468; GO:0016567; GO:0032481; GO:0045087; GO:0051091; GO:0051092; GO:0061630; GO:1900246; GO:1901253; GO:1902187	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR000315;IPR018957;IPR001841;IPR013083;IPR017907;
Q9C026	GO:0000149; GO:0005737; GO:0005856; GO:0008021; GO:0008270; GO:0016079; GO:0019904; GO:0030425; GO:0035544; GO:0042803; GO:0043161; GO:0045955; GO:0061630; GO:0099523	IPR001870;IPR043136;IPR003649;IPR013320;IPR017903;IPR003961;IPR036116;IPR013783;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;
Q9C030	GO:0000209; GO:0002230; GO:0002720; GO:0005654; GO:0005737; GO:0005829; GO:0008134; GO:0008270; GO:0010468; GO:0010508; GO:0010629; GO:0010800; GO:0010994; GO:0016032; GO:0016567; GO:0019901; GO:0030674; GO:0032496; GO:0032880; GO:0033138; GO:0035458; GO:0042802; GO:0042803; GO:0043123; GO:0045071; GO:0045087; GO:0045892; GO:0046596; GO:0051092; GO:0060340; GO:0061630; GO:0098586; GO:1990782; GO:2000679; GO:2000737	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035828;IPR003877;IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;
