Entry	Name	GO annotations	Interpro domains	DeepTF score	GO annotations no IEA
Q9NYF8	BCLAF1	GO:0043065 GO:0045892 GO:0003677 GO:0003677 GO:0003712 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006915 GO:0043620 GO:0045892 GO:0045944 GO:1990830 GO:2000144 GO:2001022 GO:2001244 GO:0005634 GO:0005654 GO:0005737 GO:0016607 GO:0016607 GO:0016592	IPR026668;IPR029199;	0.995	GO:0043065 GO:0045892 GO:0003677 GO:0003677 GO:0003712 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006915 GO:0043620 GO:0045892 GO:0045944 GO:2000144 GO:2001022 GO:2001244 GO:0005634 GO:0005654 GO:0016607 GO:0016607 GO:0016592
Q9NYJ8	TAB2	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0043130 GO:0070530 GO:0070530 GO:0070530 GO:0070530 GO:0007507 GO:0010507 GO:0032496 GO:0043123 GO:0043123 GO:0043123 GO:0043123 GO:0045860 GO:0045860 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008	IPR003892;IPR041911;IPR001876;IPR036443;	0.1513	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0070530 GO:0070530 GO:0070530 GO:0070530 GO:0007507 GO:0010507 GO:0032496 GO:0043123 GO:0043123 GO:0043123 GO:0043123 GO:0045860 GO:0045860 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008
Q9NYT0	PLEK2	GO:0032266 GO:0043325 GO:0080025 GO:0031532 GO:0035556 GO:0120034 GO:0005886 GO:0005737 GO:0005856 GO:0031258	IPR000591;IPR011993;IPR001849;IPR037369;IPR036388;IPR036390;	0.0085	GO:0031532 GO:0005886
Q9NYT6	ZNF226	GO:0000978 GO:0001228 GO:0046872 GO:0006357 GO:0045944 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9949	GO:0000978 GO:0001228 GO:0006357 GO:0005634
Q9NYV4	CDK12	GO:0004672 GO:0004693 GO:0004712 GO:0004712 GO:0005515 GO:0005524 GO:0008353 GO:0008353 GO:0019901 GO:0030332 GO:0030332 GO:0106310 GO:0006368 GO:0006397 GO:0006468 GO:0008380 GO:0032968 GO:0043405 GO:0043484 GO:0046777 GO:0051726 GO:0070816 GO:0070816 GO:0070816 GO:2000737 GO:0005634 GO:0002944 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0016607 GO:0016607 GO:0000307 GO:0002944 GO:0008024 GO:0019908	IPR011009;IPR000719;IPR017441;IPR008271;	NA	GO:0004672 GO:0004693 GO:0005515 GO:0008353 GO:0008353 GO:0030332 GO:0030332 GO:0006368 GO:0006468 GO:0008380 GO:0032968 GO:0043405 GO:0046777 GO:0070816 GO:0070816 GO:0070816 GO:0005634 GO:0002944 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0016607 GO:0016607 GO:0000307 GO:0002944 GO:0008024 GO:0019908
Q9NYV6	RRN3	GO:0001042 GO:0001164 GO:0001181 GO:0001188 GO:0001701 GO:0006361 GO:0007000 GO:0007028 GO:0008283 GO:0042254 GO:0045893 GO:0048872 GO:1902254 GO:2000142 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730	IPR007991;	0.9966	GO:0001042 GO:0001164 GO:0001181 GO:0006361 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730
Q9NYW8	RBAK	GO:0000977 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0006355 GO:0006357 GO:0045892 GO:0005634 GO:0005634 GO:0005654	IPR001909;IPR036051;IPR036236;IPR013087;	0.9993	GO:0000977 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0006355 GO:0006357 GO:0045892 GO:0005634 GO:0005634 GO:0005654
Q9NZ43	USE1	GO:0006888 GO:0005764 GO:0005484 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006890 GO:0007041 GO:0015031 GO:0030163 GO:0032940 GO:0061025 GO:0005783 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0016021 GO:0031201	IPR019150;	0.008	GO:0006888 GO:0005764 GO:0005484 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006890 GO:0007041 GO:0030163 GO:0032940 GO:0005783 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0031201
Q9NZC4	EHF	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0001228 GO:0003677 GO:0003677 GO:0006357 GO:0006366 GO:0030154 GO:0030855 GO:0045944 GO:0045944 GO:0050673 GO:0005634 GO:0005634 GO:0005654 GO:0005794 GO:0000785	IPR033071;IPR000418;IPR003118;IPR013761;IPR036388;IPR036390;	0.9602	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0001228 GO:0003677 GO:0003677 GO:0006357 GO:0030154 GO:0030855 GO:0045944 GO:0045944 GO:0005634 GO:0005634 GO:0005654 GO:0005794 GO:0000785
Q9NZC7	WWOX	GO:0005886 GO:0005902 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016491 GO:0019899 GO:0001649 GO:0016055 GO:0030178 GO:0045944 GO:0048705 GO:0071560 GO:0072332 GO:0097191 GO:2001238 GO:2001241 GO:0005634 GO:0005654 GO:0005737 GO:0005739 GO:0005794 GO:0005794 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0090575	IPR036291;IPR002347;IPR001202;IPR036020;IPR042732;	0.0106	GO:0005886 GO:0005902 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016491 GO:0019899 GO:0030178 GO:0045944 GO:0048705 GO:0071560 GO:2001238 GO:0005634 GO:0005654 GO:0005737 GO:0005739 GO:0005794 GO:0005794 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0090575
Q9NZC9	SMARCAL1	GO:0005662 GO:0005662 GO:0004386 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008094 GO:0016787 GO:0036310 GO:0036310 GO:0006281 GO:0006303 GO:0006357 GO:0006974 GO:0031297 GO:0031297 GO:0031297 GO:0048478 GO:0090656 GO:0043596 GO:0005634 GO:0005654 GO:0035861 GO:0035861	IPR030101;IPR010003;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;	0.0381	GO:0005662 GO:0005662 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0036310 GO:0036310 GO:0006281 GO:0006303 GO:0006357 GO:0006974 GO:0031297 GO:0031297 GO:0031297 GO:0048478 GO:0090656 GO:0043596 GO:0005634 GO:0005654 GO:0035861 GO:0035861
Q9NZI2	KCNIP1	GO:0005244 GO:0005267 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015459 GO:0015459 GO:0071805 GO:1901379 GO:1901379 GO:0005737 GO:0005886 GO:0030425 GO:0031234 GO:0008076 GO:0008076	IPR011992;IPR018247;IPR002048;IPR028846;	0.0058	GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015459 GO:0015459 GO:1901379 GO:1901379 GO:0005737 GO:0005886 GO:0031234 GO:0008076 GO:0008076
Q9NZI5	GRHL1	GO:0000976 GO:0000978 GO:0000978 GO:0000981 GO:0001228 GO:0001228 GO:0001228 GO:0005515 GO:0031490 GO:0042803 GO:0043565 GO:1990837 GO:0002934 GO:0006357 GO:0008544 GO:0045616 GO:0045944 GO:0045944 GO:0061436 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0043231 GO:0000785	IPR007604;	0.9861	GO:0000976 GO:0000978 GO:0000978 GO:0000981 GO:0001228 GO:0001228 GO:0001228 GO:0005515 GO:0031490 GO:0042803 GO:0043565 GO:1990837 GO:0006357 GO:0008544 GO:0045944 GO:0045944 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0043231 GO:0000785
Q9NZI6	TFCP2L1	GO:0000978 GO:0000978 GO:0000981 GO:0001228 GO:1990837 GO:0000122 GO:0000902 GO:0002070 GO:0006357 GO:0006357 GO:0007028 GO:0007431 GO:0008340 GO:0045927 GO:0045944 GO:0005634 GO:0005737 GO:0016020 GO:0000785	IPR007604;IPR013761;IPR041418;IPR037598;	0.9936	GO:0000978 GO:0000978 GO:0000981 GO:0001228 GO:1990837 GO:0006357 GO:0006357 GO:0005634 GO:0000785
Q9NZI7	UBP1	GO:0000978 GO:0000978 GO:0000978 GO:0000981 GO:0001228 GO:0001228 GO:0005515 GO:0005515 GO:1990837 GO:0001525 GO:0006357 GO:0006357 GO:0032897 GO:0045944 GO:0005634 GO:0005634 GO:0005654 GO:0005829 GO:0000785	IPR007604;IPR013761;IPR041418;IPR037600;	0.9827	GO:0000978 GO:0000978 GO:0000978 GO:0000981 GO:0001228 GO:0001228 GO:0005515 GO:0005515 GO:1990837 GO:0006357 GO:0006357 GO:0032897 GO:0045944 GO:0005634 GO:0005634 GO:0005654 GO:0005829 GO:0000785
Q9NZL3	ZNF224	GO:0000978 GO:0001227 GO:0001228 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0043565 GO:0046872 GO:0000122 GO:0006357 GO:0045892 GO:0045944 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0031965 GO:0017053	IPR001909;IPR036051;IPR036236;IPR013087;	0.9981	GO:0000978 GO:0001227 GO:0001228 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0043565 GO:0000122 GO:0006357 GO:0045892 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0031965 GO:0017053
Q9NZM4	BICRA	GO:0005515 GO:0005515 GO:0005515 GO:0140537 GO:0045893 GO:0045893 GO:0005634 GO:0016514 GO:0016514	IPR038842;IPR015671;	NA	GO:0005515 GO:0005515 GO:0005515 GO:0140537 GO:0045893 GO:0045893 GO:0005634 GO:0016514 GO:0016514
Q9NZN8	CNOT2	GO:0004535 GO:0001222 GO:0003712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000122 GO:0000122 GO:0000289 GO:0001829 GO:0006357 GO:0010606 GO:0031047 GO:0033147 GO:0090503 GO:2000036 GO:2000036 GO:0000932 GO:0005634 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0016020 GO:0030014 GO:0030015	IPR038635;IPR040168;IPR007282;	0.0141	GO:0004535 GO:0001222 GO:0003712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000122 GO:0000122 GO:0000289 GO:0006357 GO:0010606 GO:0033147 GO:2000036 GO:2000036 GO:0000932 GO:0005634 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0016020 GO:0030014 GO:0030015
Q9NZR4	VSX1	GO:0000976 GO:0000981 GO:0003700 GO:0005515 GO:1990837 GO:0006355 GO:0006357 GO:0007601 GO:0042551 GO:0048666 GO:0050896 GO:0060040 GO:0005575 GO:0005634 GO:0000785	IPR023339;IPR009057;IPR017970;IPR001356;	0.998	GO:0000976 GO:0000981 GO:0003700 GO:0005515 GO:1990837 GO:0006355 GO:0048666 GO:0005575 GO:0005634 GO:0000785
Q9NZU5	LMCD1	GO:0003714 GO:0003714 GO:0005515 GO:0005515 GO:0008270 GO:0000122 GO:0010611 GO:0070886 GO:0005634 GO:0005654 GO:0005737	IPR010442;IPR033724;IPR001781;	0.0574	GO:0003714 GO:0003714 GO:0005515 GO:0005515 GO:0010611 GO:0070886 GO:0005634 GO:0005654
Q9NZV7	ZIM2	GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0000122 GO:0006355 GO:0006357 GO:0005575 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9906	GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0000122 GO:0006355 GO:0006357 GO:0005575
Q9P000	COMMD9	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006814 GO:0042632 GO:0005576 GO:0005576 GO:0005654 GO:0005794 GO:0005829 GO:0034774 GO:1904813	IPR017920;IPR037360;	0.7216	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:0005576 GO:0005654 GO:0005794 GO:0005829 GO:0034774 GO:1904813
Q9P016	THYN1	GO:0005634 GO:0005634 GO:0005634	IPR002740;IPR015947;	0.0136	GO:0005634 GO:0005634 GO:0005634
Q9P031	CCDC59	GO:0003723 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654	IPR013730;	0.0163	GO:0003723 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654
Q9P086	MED11	GO:0003712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0061630 GO:0016567 GO:0005634 GO:0070847 GO:0000151 GO:0016592 GO:0016592	IPR019404;	0.0118	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0070847 GO:0016592 GO:0016592
Q9P0J0	NDUFA13	GO:0003954 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008137 GO:0010952 GO:0022900 GO:0030308 GO:0030308 GO:0032981 GO:0032981 GO:0035458 GO:0043280 GO:0045039 GO:0045732 GO:0045892 GO:0071300 GO:0072593 GO:0097190 GO:0097191 GO:2001243 GO:0005654 GO:0005737 GO:0005739 GO:0005739 GO:0005739 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005746 GO:0005747 GO:0031966 GO:0005747 GO:0005747 GO:0005747 GO:0005747 GO:0005747	IPR009346;	0.0097	GO:0003954 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008137 GO:0010952 GO:0030308 GO:0030308 GO:0032981 GO:0032981 GO:0035458 GO:0043280 GO:0045039 GO:0045732 GO:0045892 GO:0071300 GO:0072593 GO:0097190 GO:2001243 GO:0005654 GO:0005737 GO:0005739 GO:0005739 GO:0005739 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005743 GO:0005746 GO:0005747 GO:0031966 GO:0005747 GO:0005747 GO:0005747 GO:0005747 GO:0005747
Q9P0J7	KCMF1	GO:0008270 GO:0061630 GO:0016567 GO:0099536 GO:0005886 GO:0005576 GO:0005829 GO:0045202 GO:1904813	IPR008598;IPR039858;IPR013087;IPR000433;IPR043145;	0.8488	GO:0061630 GO:0099536 GO:0005886 GO:0005576 GO:0005829 GO:1904813
Q9P0K8	FOXJ2	GO:0000978 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:1990837 GO:0006357 GO:0007141 GO:0007283 GO:0016525 GO:0030154 GO:0045944 GO:0110059 GO:1904707 GO:0005634 GO:0001650 GO:0005634 GO:0005654 GO:0000785	IPR001766;IPR030456;IPR036388;IPR036390;	0.9954	GO:0000978 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:1990837 GO:0006357 GO:0007141 GO:0007283 GO:0016525 GO:0045944 GO:0110059 GO:1904707 GO:0005634 GO:0001650 GO:0005634 GO:0005654 GO:0000785
Q9P0L1	ZKSCAN7	GO:0000978 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;	0.9983	GO:0000978 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634
Q9P0M6	MACROH2A2	GO:0007549 GO:0000976 GO:0000977 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0031490 GO:0046982 GO:0000122 GO:0006334 GO:0007420 GO:0031507 GO:0045618 GO:0045814 GO:0071169 GO:1901837 GO:0000781 GO:0000785 GO:0001740 GO:0005654 GO:0070062 GO:0000786	IPR021171;IPR009072;IPR002119;IPR007125;IPR032454;IPR002589;IPR043472;IPR035796;	0.9979	GO:0007549 GO:0000976 GO:0000977 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0031490 GO:0000122 GO:0007420 GO:0031507 GO:0045618 GO:0045814 GO:0071169 GO:1901837 GO:0000781 GO:0000785 GO:0001740 GO:0005654 GO:0070062
Q9P0T4	ZNF581	GO:0000978 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0006357 GO:0005634	IPR036236;IPR013087;	0.73	GO:0000978 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357
Q9P0U3	SENP1	GO:0045944 GO:0004175 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0070139 GO:0070139 GO:0070140 GO:0006508 GO:0006919 GO:0016926 GO:0016926 GO:0097190 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005737 GO:0005925 GO:0031965	IPR038765;IPR003653;	0.0097	GO:0045944 GO:0004175 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0070139 GO:0070139 GO:0070140 GO:0006508 GO:0006919 GO:0016926 GO:0016926 GO:0097190 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005925 GO:0031965
Q9P0U4	CXXC1	GO:0042800 GO:0000987 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0035064 GO:0045322 GO:0006355 GO:0045893 GO:0045893 GO:0051568 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0016363 GO:0016607 GO:0048188 GO:0035097 GO:0048188 GO:0048188	IPR022056;IPR037869;IPR019786;IPR002857;IPR011011;IPR001965;IPR019787;	0.9662	GO:0042800 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0035064 GO:0045322 GO:0006355 GO:0045893 GO:0045893 GO:0051568 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0016607 GO:0048188 GO:0035097 GO:0048188 GO:0048188
